objectid,filename,title,creator,date,description,subject,source,type,format,language,rights,author,year,tag_narrativo,tag_gestual,proxemia,time_inicio,time_final
coll095,095.jpg,bancos,miseria,Manizales city,"imagenes de una maquina de escribir entre ruinas, placas de bancos y sus escombros con humo. Fuera de las ruinas del banco de caldas hombres revisan los papeles del suelo. El banco ruiz es custodiado por soldados dentro y fuera de las ruinas",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Feliz Restrepo,1925,tragedia,none,cercanos,00:42:54,00:44:14
coll096,096.jpg,seguros,none,Manizales city,muchas personas escuchan la lectura de un telegrama de las compañias de seguros y al terminar se van rapidamente. Todos los oyentes parecen tener sombrero,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,none,Feliz Restrepo,1925,tragedia,none,cercanos,00:44:15,00:44:48
coll097,097.jpg,imprentas,Tragedia,Manizales city,imagenes de las ruinas de una imprenta y algunas de sus maquiinarias,none,Proimágenes,Image;StillImage,image/jpeg,es,la tregedia es un discurso que aparece cuando un suceso causa consecuencias negativas para los personajes de una escena. Suele venir acompañado de un discurso de esperanza luego de la tragedia. Se ve a la tragedia como una oportunidad para mejorar.,Feliz Restrepo,1925,tragedia,none,none,00:44:49,00:45:17
coll098,098.jpg,teatro_olimpua,Tragedia,Manizales city,ruinas del teatro,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,la tregedia es un discurso que aparece cuando un suceso causa consecuencias negativas para los personajes de una escena. Suele venir acompañado de un discurso de esperanza luego de la tragedia. Se ve a la tragedia como una oportunidad para mejorar.,Feliz Restrepo,1925,tragedia,none,cercanos,00:45:18,00:45:35
coll099,099.jpg,almacenes,Tragedia,Manizales city,"ruinas de los almacenes, en uno de ellos se ven soldados en las ruinas. Uno de ellos mira a la cámara. Hombres y mujeres caminan entre las ruinas, una de ellas lleva un costal al hombro.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,la tregedia es un discurso que aparece cuando un suceso causa consecuencias negativas para los personajes de una escena. Suele venir acompañado de un discurso de esperanza luego de la tragedia. Se ve a la tragedia como una oportunidad para mejorar.,Feliz Restrepo,1925,tragedia,none,lejanos,00:45:36,00:46:49
coll100,100.jpg,exponsion,miseria,Manizales city,"Ruinas de la calle, también tiene un soldado custiodando. Personas, niños, mujeres, la mayoría de ruana y trajes desprolijos busca entre basuras y escombros",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Feliz Restrepo,1925,tragedia,none,lejanos,00:46:50,00:48:01
coll101,101.jpg,palacio,Nación,Manizales city,Imagenes del palacio y las ruinas aledañas. Soldados caminan entre las calles aledañas al palacio,Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",Feliz Restrepo,1925,recuperacion,none,distanciamedia,00:48:02,00:48:35
coll102,102.jpg,iglesias,Religiosidad,Manizales city,"la iglesia catedral quedó en pie luego del incendio, siguen pasando soldados, se reconocen bultos sobre las ruinas de edificios.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"La religión católica es un valor clave para los personajes. Estos pueden estar rezando, visitando o participando de actividades católicas como una misa o proseción. También se presenta durante escenas en las que existe una presencia explícita de un representante de la iglesia católica.",Feliz Restrepo,1925,esperanza,none,cercanos,00:48:36,00:49:49
coll103,103.jpg,energia,Nación,Manizales city,texto de los realizadores que da cierre a la película.,none,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",Feliz Restrepo,1925,esperanza,none,none,00:49:50,00:51:28
coll104,104.jpg,senadores,Nación,Garras de oro,"el tio sam se acerca a un mapa de Colombia y trata de tocar a Panamá. Los periodistas ven el dario y ríen, se distribute el diario por una sala y se muestran las maquinas donde se producen los diarios. Uno de los periodistas se reune con su jefe y estrecha la mano, aparece un senador y los felicita por su editorial, les da la mano. El senador toma del hombro del periodista y camina junto a él.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",P.P. Jambrina,1926,negociacion,felicidad,cercanos,00:00:54,00:04:02
coll105,105.jpg,noticia,Elegancia,Garras de oro,"Un niño proclama la llegada del diario, mientras tanto un hombre de traje elegante lee un diario sentado junto a una mujer. Llega otro hombre de traje y le da la mano, lo presentan con una mujer de nombre Berta.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",P.P. Jambrina,1926,familia,cortesia,cercanos,00:04:03,00:05:08
coll106,106.jpg,bar,Ordinadiez,Garras de oro,"Un hombre lee un diario en un bar y le cuenta a una mujer, ambos tienen traje desprolijo. El hombre le escupe a la mujer el trago y le pide disculpas, la mujer sonríe.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"acciones o descripciones grotescas, ordenarias o toscas. Estas acciones son características de las clases bajas, personas desprolijas, pobres, humildes, etc.",P.P. Jambrina,1926,coqueteo,felicidad,distanciamedia,00:05:09,00:05:51
coll107,107.jpg,historia_panama,Nación,Garras de oro,"Don Pedro está de pie en una mesa en la que están sentada las dos mujeres, una joven y una mayor, también está un hombre de traje y los atiende una empleada del hogar. Aparece una imagen de la bandera de colombia. La bandera se baja de su mastil. Dos barcos militares aparecen y se hace enfoque en una bandera de Estados Unidos. Mientras Don Pedro cuenta la historia de Panamá la empleada trae bebidas que sirve la mujer joven, todos brindan de pie. En medio del brindis Don Pedro se ofende con el hombre yanqui y se retira de la sala con la mujer mayor.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",P.P. Jambrina,1926,nacionalismo,enojo,cercanos,00:05:52,00:08:38
coll108,108.jpg,battery,Nación,Garras de oro,"En un club de hombres elegantes que tienen trajes, un hombre trae el periodico y lo lee, la noticia es sobre la traición de los yanquis con Colombia. Todos los hombres se ven impactados y se ponen de pie. Uno de los hombres le dice a otro que no está de acuerdo con los yanquis.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",P.P. Jambrina,1926,nacionalismo,ofensa,cercanos,00:08:29,00:12:36
coll109,109.jpg,infiel,Rabia,Garras de oro,"Un hombre besa a una mujer y otra mujer se da cuenta a través de una cortina. La mujer que se da cuenta se ve afectada, se toma la cabeza y sale del lugar. El hombre deja de besar a la otra mujer y se asusta, manotea y trata con brusquedad a la mujer que besaba. La mujer que se fue es rodeada de algunas personas mientras camina. Todos estaban en un lugar muy elegante que tiene bailarines y una banda de cámara en vivo y personas bailando en trajes. Cuando el hombre sale enojado de la habitación en la que estaba con la mujer, un hombre pequeño (que puede ser un enano o un niño) se quedan en la entrada riendo. Cuando sale la mujer del lugar, el hombre pequeño le hace una insinuación y esta lo empuja. El hombre grande lo alza en sus brazos y ambos se ríen de la mujer.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"este es un elemento clave para entender cómo los personajes expresan sus emociones, sobre todo porque los hombres son quienes parecen ejercer la rabia. La rabia se expresa de manera violenta mayoritariamente, pero no únicamente contra otra persona, sino contra objetos o con gestos particularmente acreditados a los personajes masculinos.",P.P. Jambrina,1926,traicion,dolor,distanciamedia,00:12:37,00:14:22
coll110,110.jpg,baile,Tradición,Garras de oro,Hombres y mujeres bailan con una banda de fondo.,Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace alución a un o varios elementos típicos de una tradición dentro de una comunidad. Estos pueden ser bailes, ropas típicas u otras características. No suele usarse este discurso sobre poblaciones urbanas, sino campesinas. En el caso contrario, los sujetos urbanos cumplen la función de disfrutar de la tradición pero no participar o de sustituir y personificar a los campesinos o indígenas, es decir, no comparten escenario con ellos.",P.P. Jambrina,1926,baile,felicidad,cercanos,00:14:23,00:14:50
coll111,111.jpg,amante,none,Garras de oro,"Una mujer está acostada, otra muje que puede ser una empleada, le abre las puertas de la habitación y entra un hombre. Se sienta con ella. Ella procede a contarle que Paterson tiene una amante colombiana y por tanto no es de confiar, también le cuenta que es un afionado al licor. Se muestran escenas que ejemplifican esas situaciones contadas por la mujer. La conversación se desarrolla dentro de una sala. Se muestra una imagen de la amante colombiana de Paterson triste en soledad mientras recuerda la traición de Paterson.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,none,P.P. Jambrina,1926,informe,preocupacion,cercanos,00:14:51,00:17:04
coll112,112.jpg,cacao,Elegancia,Garras de oro,"Dos hombres conversan en una mesa, se hace un enfoque en el director de un periódico quien no sabe si aceptar al otro hombre en su editorial.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",P.P. Jambrina,1926,negociacion,amabilidad,distanciamedia,00:17:05,00:18:02
coll113,113.jpg,venganza,Subordinación,Garras de oro,"Una empleada trae una carta a un hombre que está sentado. Este la abre y cuando la lee parece muy enojado, golpea la mesa. Camina a hablar con su hija que está sentada con su madre en un patio (la colombiana amante de Paterson) y le entrega la carta",Padre/hija,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace explícita una situación en la que un sujeto con status político, económico o social realiza una acción que evidencia la subordinación. Por tanto, el sujeto subordinado se ve afectado negativamente. Esto demuestra la dominancia de un sujeto sobre otro a través de acciones, gestos o adjetivos que usa algún personaje.",P.P. Jambrina,1926,reclamo,enojo,cercanos,00:18:02,00:19:33
coll114,114.jpg,gringos,Elegancia,Garras de oro,Dos hombres sentados y uno de pie conversan. Los hombres se levantan y se estrechan la mano tras la afirmativa del hombre de pie.  Antes de irse uno de los hombres le da la mano a Smith (el que estaba de pie),Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",P.P. Jambrina,1926,negociacion,seriedad,cercanos,00:19:34,00:20:33
coll115,115.jpg,espinas,Servidumbre,Garras de oro,Una mujer recoge flores de una planta. Una empleada le trae una carta que luego de leerla la arruga y la lleva consigo a la casa.,Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",P.P. Jambrina,1926,noticia,tristeza,distanciamedia,00:20:34,00:21:21
coll116,116.jpg,atlantic,Modernidad,Garras de oro,"Un barco muy grande se llena de pasajeros. Una mujer observa fuera del barco a paterson y este la ve de lejos. Ambos se despiden, la mujer con un pañuelo y el hombre con su sombrero. Otra mujer se despide también del hombre lo que enoja a Paterson y entristece a la  primera mujer. Ella se tapa los oidos y se esconde tras la columna",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",P.P. Jambrina,1926,despedida,enojo,lejanos,00:21:22,00:23:09
coll117,117.jpg,traiciones,none,Garras de oro,Dos hombres sentados convesan.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,none,P.P. Jambrina,1926,conversacion,concentracion,distanciamedia,00:23:10,00:23:49
coll118,118.jpg,nueva_empleada,Conquista,Garras de oro,una mujer trabaja en la editorial. Su jefe se sienta con ella en su puesto de trabajo y la toma del brazo mientras ambos sonrien.,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",P.P. Jambrina,1926,trabajo,tranquilidad,cercanos,00:23:50,00:24:47
coll119,119.jpg,espia,none,Garras de oro,Russell intenta encontrar algo en una mesa mientra que llegan dos hombres. Russell llama por telefono a alguien con cara de seriedad y preocupación.,none,Proimágenes,Image;StillImage,image/jpeg,es,none,P.P. Jambrina,1926,espionaje,preocupacion,lejanos,00:24:48,00:25:48
coll120,120.jpg,misterioso,Ordinadiez,Garras de oro,"en una mesa varios hombres conversan. Al fondo, otros hombres disparan a un blanco puesto en la pared. Viene otro hombre y pide disparar. Le dan el arma.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"acciones o descripciones grotescas, ordenarias o toscas. Estas acciones son características de las clases bajas, personas desprolijas, pobres, humildes, etc.",P.P. Jambrina,1926,juego,sorpresa,cercanos,00:25:49,00:26:44
coll121,121.jpg,parque_independencia,Elegancia,Garras de oro,Dos hombres caminan por el parque de la independencia mientras conversan sobre una bailarina. Ambos llevan traje y sombrero. Se  detienen y conversan de muy cerca.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",P.P. Jambrina,1926,planeacion,preocupacion,cercanos,00:26:44,00:28:25
coll122,122.jpg,diplomacias,Tradición,Garras de oro,"en un salón varias parejas elegantes bailan mientras otros conversan. Hay dos parejas sentadas y un hombre de pie. Una pareja sentada conversa mientras se toma de las manos. Aperece un grupo de baile, todas mujeres que están vestidas con atuendos de seda que cubren sus cabezas, senos y partes de las piernas y cadera. Otra mujer toca el piano mientras ellas bailan. Un hombre identifica a una bailarina como una amenaza. Ellas completan su acto y el hombre procede a llamar a otro para contarle sobre la bailarina. La bailarina procede a contarle a un hombre sobre Paterson.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace alución a un o varios elementos típicos de una tradición dentro de una comunidad. Estos pueden ser bailes, ropas típicas u otras características. No suele usarse este discurso sobre poblaciones urbanas, sino campesinas. En el caso contrario, los sujetos urbanos cumplen la función de disfrutar de la tradición pero no participar o de sustituir y personificar a los campesinos o indígenas, es decir, no comparten escenario con ellos.",P.P. Jambrina,1926,amenaza,preocupacion,lejanos,00:28:26,00.33.35
coll123,123.jpg,idilio,Elegancia,Garras de oro,Un hombre se acerca a Paterson sin que esté se de cuenta y lo escucha hablando con una mujer. Este hombre habla con la bailarina mientras las parejas siguen bailando con la banda de fondo.,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",P.P. Jambrina,1926,informe,concentracion,cercanos,00:33:36,00:35:04
coll124,124.jpg,informacion,Elegancia,Garras de oro,"3 hombres entran enuna sala, tienen abrigos y trajes. dos de ellos se dirigen a otro cuarto y sacan algo de un armario. Sale de la habitación otro hombre con sigilo y llama a un carruaje para escapar en él. Mientras tanto, los dos hombres conversan con unos papeles en la mano. El hombre que escapó se dirige a una casa con una fachada de ladrillo, allí sale un hombre con el conversan en la puerta.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",P.P. Jambrina,1926,espionaje,sigilo,cercanos,00:35:05,00:37:18
coll125,125.jpg,viaje,Ruralidad,Garras de oro,"una pareja viaja en tren mientras un hombre llega a hablar con él en una cabaña cerca a un rio. La pareja llega y desciente del tren. Dos hombres interrumpen su unión cargando maletas, uno de ellos escapa.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",P.P. Jambrina,1926,engaño,prevencion,cercanos,00:37:19,00:38:57
coll126,126.jpg,inspector,Trabajo,Garras de oro,"un hombre camina por un camino de campo y mira un poste, se prepara para subir en él. La escena muestra varios trabajadores cargando bultos hacia el barco.",none,Proimágenes,Image;StillImage,image/jpeg,es,"El trabajo manual y de fuerza suele ser desempeñado por hombres no enriquecidos. Suelen tener un patrón o una figuta de autoridad que los vigila. Sus movimientos son bruscos y demuestran fuerza, también suelen tener contacto con la tierra o con animales grandes. Suelen usarse como imágenes de transición o demostración de un oficio o trabajo, pero no como algo que cambie la trama o sea significativo, más bien son escenas de transición.",P.P. Jambrina,1926,arreglo,atencion,none,00:38:58,00:39:20
coll127,127.jpg,detective,Violencia,Garras de oro,"un hombre y una mujer entran en el barco, se detienen en su entrada y luego avanzan. Un hombre habla por teléfono con enojo y preocupación. Un joven con una maleta corre y otro le da instrucciones. Mientras correo por un camino rural cerca a una laguna, otro hombre lo sigue de cerca y le intenta quitar la maleta. Ambos hombres forcejean y caen al agua. Otro sujeto intenta disparar contra ellos y dos hombres le detinenen, también forcejean pero el hombre se presenta como detective y detienen la pelea. Mientras tanto, el ladrón logró quitarle la maleta al joven.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un acto de violencia física o verbal. Puede presentarse bajo una relación de poder, una madre y una hija, un rico y un pobre, un hombre o una mujer. También puede presentarse para demostrar un acto de masculinidad, de honor o defensa.",P.P. Jambrina,1926,conflicto,preocupacion,cercanos,00:39:21,00:43:35
coll128,128.jpg,equipaje,Solidaridad/apoyo,Garras de oro,"3 hombres conversan sobre los documentos, se dan la mano y parecen estar felices y tranquilos. El detective se devuelve al barco donde entró el hombre con la maleta, saluda a una mujer con un abrazo, se dan la mano y se alejan. Aparecen imagenes de la vista del barco en movimiento, del agua y el paisaje. El hombre dueño del equipaje pide que le lleven sus paletas a su puesto.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"El apoyo o la solidaridad puede presentarse entre hombres o entre mujeres mayoritariamente. Suele representarse a través de consejos, compañía para realizar acciones o complicidades. En este discurso no suele haber una relación de poder que interceda, es decir, los personajes son pares.",P.P. Jambrina,1926,solucion,seguridad,cercanos,00:43:36,00:45:32
coll129,129.jpg,sentencia,Modernidad,Garras de oro,"Un tribunal jurídico debate en un salón. Allí están 3 jueces con sus sótanas y una mujer en el estrado. Entra un hombre y les entrega la documentación a los jueces, estos disuelven el caso.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",P.P. Jambrina,1926,deliberacion,felicidad,distanciamedia,00:45:33,00:47:21
coll130,130.jpg,celebracion,Nación,Garras de oro,"una comida es celebrada por el triunfo de Moore. Todas las personas sentadas visten elegantes, tienen una mesa en L. Solo se observan 2 mujeres y unos 14 hombres con dos mayordomos. La sala está adornada con 4 banderas de los estados unidos de america sobre sus paredes. Moore da algunas palabras de pie para todos los asistentes, mientras él habla se muestran imágenes que ejemplifican lo que está diciendo, se muestran barcos y un barco militar con soldados dentro que enfocan y lanzan cañones. Al finalizar el discurso, Moore propone un brindis, todas las personas se levantan de sus sillas y beben de sus copas, al sentarse todos aplueden y se retiran del salón. En la mesa solo quedan sentados una pareja: Paterson y una joven que se toman la mano y se muestran imágenes de ellos felices.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",P.P. Jambrina,1926,festejo,elegancia,cercanos,00:47:22,00:51:15
coll131,131.jpg,patria,Nación,Garras de oro,"En la casa de Paterson y su esposa juegan varios niños con otro hombre. Los niños llevan una bandera que parece ser de Colombia. Moore llega a la casa de Paterson el 20 de julio, se saludan con felicidad. Paterson le pone la mano sobre el hombro a Moore. Los niños felices desfilan con la bandera de Colombia y el hombre con el que juegan les dice: firmes. Los niños ponen su mano sobre la frente como un saludo militar.  Aparece una imagen de la bandera de Colombia izando en el aire.",Adulto/niño,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",P.P. Jambrina,1926,nacionalismo,felicidad,cercanos,00:51:16,00:51:33
coll132,132.jpg,tiosam,Nación,Garras de oro,"El tio sam se acerca a un mapa de colombia, delante de él se encuentra una mujer vestida como la justicia que sostitene una balanza en la que el tio sam pone a panama y la sopesa con dinero, pero la balanza indica que no puede comparla a pesar del gran dinero que pone allí.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Uno o más símbolos, palabras, acciones o relaciones apelan directamente a la construcción de una nación o patria. Estos pueden presentarse a través de retomar historias pasadas relevantes para el presente de los personajes, espacios, banderas, palabras que incitan a pensar la construcción de un Estado Nación o personajes que están enfocados en mostrar un patriotismo.",P.P. Jambrina,1926,fracaso,frustracion,distanciamedia,00:51:34,00:53:18
coll133,133.jpg,presentacion_personaje,Trabajo,Alma provinciana,"presentaciòn del mayordomo y sus actividades. El hombre juega con un perro. Me muestran imagenes de arreos de reces por un puente mientras hay personas al lado. El hombre lanza caña de azucar a una maquina, camina por el terreno limpiando acompañado de su perro, tala algunas hojas de plantas.Hombre acaricia gato y se sienta. Se recuesta en un arbol a pensar en amor mientras observa a una pareja de campesinos elevar cometa. Otro hombre le llama, un campesino que que le dice don.",none,Proimágenes,Image;StillImage,image/jpeg,es,"El trabajo manual y de fuerza suele ser desempeñado por hombres no enriquecidos. Suelen tener un patrón o una figuta de autoridad que los vigila. Sus movimientos son bruscos y demuestran fuerza, también suelen tener contacto con la tierra o con animales grandes. Suelen usarse como imágenes de transición o demostración de un oficio o trabajo, pero no como algo que cambie la trama o sea significativo, más bien son escenas de transición.",Feliz Joaquin Rodriguez,1925,compromiso,fuerza,none,00:53:19,00:54:15
coll134,134.jpg,carta,none,Alma provinciana,El mayordomo recibe una carta de otro hombre (Juliàn),Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,none,Feliz Joaquin Rodriguez,1925,expectativa,concentracion,distanciamedia,00:02:33,00:06:28
coll135,135.jpg,preparacion,Ruralidad,Alma provinciana,"una mujer campesina mata gallinas. El mayordomo se peluquea y afeita, se lo hace otro hombre mientras pasa n niño con una carga en la espalda. Las ropas del niño y el peluquero tienen prendas modestas mientras que el mayordomo viste elegante.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Feliz Joaquin Rodriguez,1925,cuidadoso,interes,cercanos,00:06:29,00:07:17
coll136,136.jpg,flores,Servidumbre,Alma provinciana,"Un caballo llega con una mujer, la hija de Julìan, el caballo lo recibe un niño. La mujer y el mayordomo se miran, tambièn entra Julian a la casa junto a ellos. Julian està enojado por las flores. Una mucama le trae algo para beber a la mujer y su padre y se va.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",Feliz Joaquin Rodriguez,1925,conflicto,enojo,distanciamedia,00:07:18,00:08:48
coll137,137.jpg,amor_prohibido,Conquista,Alma provinciana,"el padre, mayordomo y la mujer caminan sobre el terreno. Mientras otro hombre distrae al padre, el mayordomo se acerca a la mujer y caminan juntos, tienen sombreros, ropa blanca y paraguas. Hablan de amor pero el padre (julian) se percata de eso y los separa.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Un hombre se acerca a una mujer con intenciones de mantener un romance con ella. La conquista suele ser propiciada por el hombre, a su vez, estos tienen modos de conquista como la poesía, decir palabras lindas, presumir de sus logros o su dinero. La mujer receptora de estas acciones acepta o rechaza a su candidato. Esta decisión suele ser tomada por las mujeres, por lo que es común que varios hombres se acerquen a la misma mujer.",Feliz Joaquin Rodriguez,1925,amor,enamoramiento,cercanos,00:08:49,00:11:14
